food_code,food_description,method,method_description,nhanes,price_100gm
11100000,"Milk, NFS",2,Links to altEC,Base,0.100484
11111000,"Milk, whole (Includes 3.5% or 3.8% fat milk; leche fresca)",1,Links to FNDDS,Base,0.09828
11112110,"Milk, reduced fat (2%) (Includes Hi-Protein milk; fortified milk; 1.5% fat milk)",1,Links to FNDDS,Base,0.092085
11112210,"Milk, low fat (1%)",1,Links to FNDDS,Base,0.090914
11113000,"Milk, fat free (skim) (Includes nonfat milk; 0.5% or less fat)",1,Links to FNDDS,Base,0.092441
11114300,"Milk, lactose free, low fat (1%) (Includes Lactaid; Lactaid, NS as to fat content; lactose reduced)",1,Links to FNDDS,Base,0.202032
11114330,"Milk, lactose free, reduced fat (2%) (Includes Lactaid; lactose reduced)",1,Links to FNDDS,Base,0.203736
11114350,"Milk, lactose free, whole (Includes Lactaid whole milk; lactose reduced)",1,Links to FNDDS,Base,0.201889
11115000,"Buttermilk, fat free (skim) (Includes nonfat buttermilk)",1,Links to FNDDS,Base,0.210548
11115100,"Buttermilk, low fat (1%) (Includes buttermilk, NS as to fat)",1,Links to FNDDS,Base,0.173914
11115200,"Buttermilk, reduced fat (2%) (Includes 2% fat, made with nonfat milk solids)",1,Links to FNDDS,Base,0.25371
11115300,"Buttermilk, whole",1,Links to FNDDS,Base,0.179582
11115400,"Kefir, NS as to fat content (Includes fermented milk drink; plain; all flavors)",1,Links to FNDDS,Base,0.345625
11120000,"Milk, dry, reconstituted, NS as to fat content",2,Links to altEC,Base,0.043593
11121100,"Milk, dry, reconstituted, whole",2,Links to altEC,Base,0.043593
11121210,"Milk, dry, reconstituted, low fat (1%)",2,Links to altEC,Base,0.043593
11121300,"Milk, dry, reconstituted, fat free (skim) (Includes nonfat milk)",2,Links to altEC,Base,0.043593
11210050,"Milk, evaporated, NS as to fat content",1,Links to FNDDS,Base,0.267001
11211050,"Milk, evaporated, whole",1,Links to FNDDS,Base,0.257601
11211400,"Milk, evaporated, reduced fat (2%)",1,Links to FNDDS,Base,0.358374
11212050,"Milk, evaporated, fat free (skim) (Includes nonfat milk)",1,Links to FNDDS,Base,0.333665
11220000,"Milk, condensed, sweetened",1,Links to FNDDS,Base,0.369704
11320000,Soy milk (Includes Edensoy; vanilla flavored; Silk; West Soy; Soymilk; NS as to type; Vitasoy),1,Links to FNDDS,Base,0.169213
11320100,"Soy milk, light (Includes vanilla flavored; Silk; Vitasoy; West Soy; Soymilk)",1,Links to FNDDS,Base,0.124155
11320200,"Soy milk, nonfat (Includes vanilla flavored; West Soy; Soymilk)",2,Links to altEC,Base,0.124155
11321000,"Soy milk, chocolate (Includes Silk; Belsoy; Soymilk)",1,Links to FNDDS,Base,0.179923
11321100,"Soy milk, light, chocolate (Includes Silk; Vitasoy; Soymilk)",2,Links to altEC,Base,0.124155
11321200,"Soy milk, nonfat, chocolate (Includes Soymilk)",2,Links to altEC,Base,0.124155
11350000,"Almond milk, sweetened (Includes vanilla flavored; NS as to sweetened; cashew)",1,Links to FNDDS,Base,0.169743
11350010,"Almond milk, sweetened, chocolate (Includes NS as to sweetened; cashew)",1,Links to FNDDS,Base,0.170165
11350020,"Almond milk, unsweetened (Includes unsweetened vanilla; flavors other than chocolate; cashew)",1,Links to FNDDS,Base,0.15624
11350030,"Almond milk, unsweetened, chocolate (Includes Blue Diamond Almond Breeze; Silk PureAlmond; Almond Dream)",2,Links to altEC,Base,0.15624
11360000,Rice milk (Includes Rice Dream beverage),1,Links to FNDDS,Base,0.212532
11370000,Coconut milk (Includes Silk PureCoconut beverage; So Delicious),1,Links to FNDDS,Base,0.264438
11400000,"Yogurt, NFS",2,Links to altEC,Base,0.512179
11400010,"Yogurt, Greek, NS as to type of milk or flavor",2,Links to altEC,Base,0.583603
11410000,"Yogurt, NS as to type of milk or flavor",2,Links to altEC,Base,0.443067
11411010,"Yogurt, NS as to type of milk, plain",2,Links to altEC,Base,0.412198
11411100,"Yogurt, whole milk, plain",2,Links to altEC,Base,0.412198
11411200,"Yogurt, low fat milk, plain (Includes 1% fat; 2% fat; 99% fat free; light)",2,Links to altEC,Base,0.412198
11411300,"Yogurt, nonfat milk, plain (Includes 0% fat; fat free; light; light, NFS)",2,Links to altEC,Base,0.412198
11411390,"Yogurt, Greek, NS as to type of milk, plain",2,Links to altEC,Base,0.605436
11411400,"Yogurt, Greek, whole milk, plain",2,Links to altEC,Base,0.605436
11411410,"Yogurt, Greek, low fat milk, plain (Includes 2% fat; 1% fat; 99% fat free; light)",2,Links to altEC,Base,0.605436
11411420,"Yogurt, Greek, nonfat milk, plain (Includes 0% fat; fat free; light; light, NFS)",2,Links to altEC,Base,0.605436
11430000,"Yogurt, NS as to type of milk, fruit",2,Links to altEC,Base,0.435241
11431000,"Yogurt, whole milk, fruit",2,Links to altEC,Base,0.435241
11432000,"Yogurt, low fat milk, fruit (Includes Go-Gurt Portable Yogurt tube; 1% fat; 2% fat; 99% fat free; light)",2,Links to altEC,Base,0.435241
11433000,"Yogurt, nonfat milk, fruit (Includes 0% fat; fat free; light; light, NFS)",2,Links to altEC,Base,0.435241
11433990,"Yogurt, Greek, NS as to type of milk, fruit",2,Links to altEC,Base,0.628099
11434000,"Yogurt, Greek, whole milk, fruit",2,Links to altEC,Base,0.628099
11434010,"Yogurt, Greek, low fat milk, fruit (Includes 2% fat; 1% fat; 99% fat free; light; Chobani Kids Greek Yogurt Tubes)",2,Links to altEC,Base,0.628099
11434020,"Yogurt, Greek, nonfat milk, fruit (Includes 0% fat; fat free; light; light, NFS)",2,Links to altEC,Base,0.628099
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",2,Links to altEC,Base,0.528725
11434100,"Yogurt, whole milk, flavors other than fruit",2,Links to altEC,Base,0.528725
11434200,"Yogurt, low fat milk, flavors other than fruit (Includes 1% fat; 2% fat; 99% fat free; light; Go-Gurt Portable Yogurt tube)",2,Links to altEC,Base,0.528725
11434300,"Yogurt, nonfat milk, flavors other than fruit (Includes 0% fat; fat free; light; light, NFS)",2,Links to altEC,Base,0.528725
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",2,Links to altEC,Base,0.530098
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",2,Links to altEC,Base,0.530098
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit (Includes 1% fat; 2% fat; 99% fat free; light; Chobani Kids Greek Yogurt Tubes)",2,Links to altEC,Base,0.530098
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit (Includes 0% fat; fat free)",2,Links to altEC,Base,0.530098
11435100,"Yogurt, Greek, with oats (Includes all types; with granola)",1,Links to FNDDS,Base,0.719278
11436000,"Yogurt, liquid (Includes all types and flavors)",1,Links to FNDDS,Base,0.441197
11440010,"Chipotle dip, yogurt based (Includes jalapeno dip; Southwest dip; greek yogurt based; regular or light)",1,Links to FNDDS,Base,1.082506
11440020,"Dill dip, yogurt based (Includes cucumber dill dip; greek yogurt based; regular or light)",1,Links to FNDDS,Base,1.071189
11440030,"Onion dip, yogurt based (Includes French onion dip; toasted onion dip; green onion dip; greek yogurt based; regular or light)",1,Links to FNDDS,Base,1.117195
11440040,"Ranch dip, yogurt based (Includes greek yogurt based; regular or light)",1,Links to FNDDS,Base,1.049106
11440050,"Spinach dip, yogurt based (Includes greek yogurt based; regular or light)",1,Links to FNDDS,Base,0.940725
11440060,Tzatziki dip (Includes Greek dip),1,Links to FNDDS,Base,1.217789
11440070,"Vegetable dip, yogurt based (Includes greek yogurt based; regular or light)",2,Links to altEC,Base,0.998616
11446000,"Yogurt parfait, low fat, with fruit (Includes McDonald's Fruit 'n Yogurt Parfait; with granola)",1,Links to FNDDS,Base,1.186322
11459990,"Frozen yogurt, NFS",2,Links to altEC,Base,0.329057
11460000,"Frozen yogurt, vanilla (Includes other flavors; swirl; in a cup; scoop)",1,Links to FNDDS,Base,0.334977
11460100,"Frozen yogurt, chocolate (Includes in a cup; scoop)",1,Links to FNDDS,Base,0.298724
11460500,"Frozen yogurt, soft serve, vanilla (Includes other flavors; swirl; NS as to flavor; in a cup)",2,Links to altEC,Base,0.334977
11460510,"Frozen yogurt, soft serve, chocolate (Includes in a cup)",2,Links to altEC,Base,0.298724
11461200,Frozen yogurt sandwich (Includes all flavors; prepackaged frozen yogurt cone),1,Links to FNDDS,Base,1.182591
11461210,"Frozen yogurt bar, vanilla (Includes frozen yogurt bar, NFS; stick; other flavors; swirl; with or without coating)",2,Links to altEC,Base,1.0936
11461220,"Frozen yogurt bar, chocolate (Includes stick; with or without coating)",1,Links to FNDDS,Base,1.056545
11461250,"Frozen yogurt cone, chocolate (Includes scooped or soft serve)",2,Links to altEC,Base,1.182591
11461260,"Frozen yogurt cone, vanilla (Includes other flavors; swirl; scooped or soft serve)",2,Links to altEC,Base,1.182591
11461300,"Frozen yogurt cone, vanilla, waffle cone (Includes other flavors; swirl; scooped or soft serve)",2,Links to altEC,Base,1.182591
11461320,"Frozen yogurt cone, chocolate, waffle cone (Includes scooped or soft serve)",2,Links to altEC,Base,1.182591
11480010,"Yogurt, whole milk, baby food (Includes YoBaby Original, all flavors)",1,Links to FNDDS,Base,0.595216
11511000,"Chocolate milk, NFS (Includes NS as to milk or drink)",2,Links to altEC,Base,0.173113
11511100,"Chocolate milk, ready to drink, whole",1,Links to FNDDS,Base,0.203481
11511200,"Chocolate milk, ready to drink, reduced fat (Includes 2% fat)",1,Links to FNDDS,Base,0.215182
11511300,"Chocolate milk, ready to drink, fat free (Includes nonfat milk; skim)",1,Links to FNDDS,Base,0.174174
11511400,"Chocolate milk, ready to drink, low fat (Includes Hershey's Chocolate milk; 1% fat)",1,Links to FNDDS,Base,0.132357
11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk (Includes TruMoo; less sugar)",2,Links to altEC,Base,0.172976
11511600,"Chocolate milk, ready to drink, low fat (Nesquik) (Includes NS as to type of milk; regular, reduced, or less sugar; 1% fat)",1,Links to FNDDS,Base,0.345884
11511610,"Chocolate milk, ready to drink, fat free (Nesquik) (Includes regular, reduced, or less sugar; skim)",1,Links to FNDDS,Base,0.363218
11511700,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik) (Includes NS as to type of milk; 1% fat)",2,Links to altEC,Base,0.345884
11512010,"Hot chocolate / Cocoa, ready to drink (Includes whole, 2%, or reduced fat milk; NS as to milk; evaporated milk; chocolate espanol; chocolate caliente; McDonald's; Starbucks; Dunkin Donuts; made from syrup, tablet, or bar)",2,Links to altEC,Base,0.136549
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk (Includes low fat, fat free, skim, or 1% milk; chocolate espanol; chocolate caliente; Starbucks; made from syrup, tablet, or bar)",2,Links to altEC,Base,0.136549
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk (Includes almond, coconut, rice, or soy milk; chocolate espanol; chocolate caliente; Starbucks; made from syrup, tablet, or bar)",2,Links to altEC,Base,0.136549
11513000,"Chocolate milk, made from dry mix, NS as to type of milk",4,FNDDS recipe with replaced or modified SR codes,Base,0.154594
11513100,"Chocolate milk, made from dry mix with whole milk",4,FNDDS recipe with replaced or modified SR codes,Base,0.156405
11513150,"Chocolate milk, made from dry mix with reduced fat milk (Includes 2% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.153951
11513200,"Chocolate milk, made from dry mix with low fat milk (Includes 1% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.149328
11513300,"Chocolate milk, made from dry mix with fat free milk (Includes nonfat milk; skim milk)",4,FNDDS recipe with replaced or modified SR codes,Base,0.158246
11513310,"Chocolate milk, made from dry mix with non-dairy milk (Includes almond, coconut, rice, or soy milk)",4,FNDDS recipe with replaced or modified SR codes,Base,0.221726
11513350,"Chocolate milk, made from reduced sugar mix, NS as to type of milk (Includes less sugar, sugar free, or fat free mix)",4,FNDDS recipe with replaced or modified SR codes,Base,0.150187
11513355,"Chocolate milk, made from reduced sugar mix with whole milk (Includes less sugar, sugar free, or fat free mix)",4,FNDDS recipe with replaced or modified SR codes,Base,0.152034
11513360,"Chocolate milk, made from reduced sugar mix with reduced fat milk (Includes less sugar, sugar free, or fat free mix; 2% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.149532
11513365,"Chocolate milk, made from reduced sugar mix with low fat milk (Includes less sugar, sugar free, or fat free mix; 1% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.144818
11513370,"Chocolate milk, made from reduced sugar mix with fat free milk (Includes less sugar, sugar free, or fat free mix; nonfat milk; skim)",4,FNDDS recipe with replaced or modified SR codes,Base,0.153911
11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk (Includes almond, coconut, rice, or soy milk)",4,FNDDS recipe with replaced or modified SR codes,Base,0.218636
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik) (Includes regular, reduced, or less sugar; 25% less sugar)",4,FNDDS recipe with replaced or modified SR codes,Base,0.154594
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik) (Includes regular, reduced, or less sugar; 25% less sugar)",4,FNDDS recipe with replaced or modified SR codes,Base,0.156405
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik) (Includes regular, reduced, or less sugar; 25% less sugar; 2% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.153951
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik) (Includes regular, reduced, or less sugar; 25% less sugar; 1% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.149328
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik) (Includes nonfat milk; regular, reduced, or less sugar; 25% less sugar; skim)",4,FNDDS recipe with replaced or modified SR codes,Base,0.158246
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik) (Includes almond, coconut, rice, or soy milk)",4,FNDDS recipe with replaced or modified SR codes,Base,0.221726
11513390,"Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik) (Includes sugar free mix)",4,FNDDS recipe with replaced or modified SR codes,Base,0.150187
11513391,"Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik) (Includes sugar free mix)",4,FNDDS recipe with replaced or modified SR codes,Base,0.152034
11513392,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik) (Includes sugar free mix; 2% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.149532
11513393,"Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik) (Includes sugar free mix; 1% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.144818
11513394,"Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik) (Includes nonfat milk; sugar free mix; skim)",4,FNDDS recipe with replaced or modified SR codes,Base,0.153911
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik) (Includes almond, coconut, rice, or soy milk)",4,FNDDS recipe with replaced or modified SR codes,Base,0.218636
11513400,"Chocolate milk, made from syrup, NS as to type of milk (Includes Nesquik; Hershey's)",4,FNDDS recipe with replaced or modified SR codes,Base,0.133719
11513500,"Chocolate milk, made from syrup with whole milk (Includes Nesquik; Hershey's)",4,FNDDS recipe with replaced or modified SR codes,Base,0.135392
11513550,"Chocolate milk, made from syrup with reduced fat milk (Includes Nesquik; Hershey's; 2% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.133126
11513600,"Chocolate milk, made from syrup with low fat milk (Includes Nesquik; Hershey's; 1% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.128856
11513700,"Chocolate milk, made from syrup with fat free milk (Includes nonfat milk; Nesquik; Hershey's; skim)",4,FNDDS recipe with replaced or modified SR codes,Base,0.137093
11513750,"Chocolate milk, made from syrup with non-dairy milk (Includes almond, coconut, rice, or soy milk)",4,FNDDS recipe with replaced or modified SR codes,Base,0.195724
11513800,"Chocolate milk, made from light syrup, NS as to type of milk (Includes Hershey's Lite)",4,FNDDS recipe with replaced or modified SR codes,Base,0.131773
11513801,"Chocolate milk, made from light syrup with whole milk (Includes Hershey's Lite)",4,FNDDS recipe with replaced or modified SR codes,Base,0.133461
11513802,"Chocolate milk, made from light syrup with reduced fat milk (Includes Hershey's Lite; 2% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.131174
11513803,"Chocolate milk, made from light syrup with low fat milk (Includes Hershey's Lite; 1% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.126866
11513804,"Chocolate milk, made from light syrup with fat free milk (Includes nonfat milk; Hershey's Lite; skim fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.135176
11513805,"Chocolate milk, made from light syrup with non-dairy milk (Includes almond, coconut, rice, or soy milk)",4,FNDDS recipe with replaced or modified SR codes,Base,0.194333
11513850,"Chocolate milk, made from sugar free syrup, NS as to type of milk (Includes Hershey's)",4,FNDDS recipe with replaced or modified SR codes,Base,0.131773
11513851,"Chocolate milk, made from sugar free syrup with whole milk (Includes Hershey's)",4,FNDDS recipe with replaced or modified SR codes,Base,0.133461
11513852,"Chocolate milk, made from sugar free syrup with reduced fat milk (Includes Hershey's; 2% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.131174
11513853,"Chocolate milk, made from sugar free syrup with low fat milk (Includes Hershey's; 1% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.126866
11513854,"Chocolate milk, made from sugar free syrup with fat free milk (Includes nonfat milk; Hershey's; skim)",4,FNDDS recipe with replaced or modified SR codes,Base,0.135176
11513855,"Chocolate milk, made from sugar free syrup with non-dairy milk (Includes almond, coconut, rice, or soy milk)",4,FNDDS recipe with replaced or modified SR codes,Base,0.194333
11514100,"Hot chocolate / Cocoa, made with dry mix and water (Includes cocoa mix, NFS; Swiss Miss; Hershey's; Nestle's; Carnation; mint flavored)",4,FNDDS recipe with replaced or modified SR codes,Base,0.133747
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk (Includes cocoa mix, NFS; Swiss Miss; Hershey's; Nestle's; Carnation)",4,FNDDS recipe with replaced or modified SR codes,Base,0.219016
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk (Includes cocoa mix, NFS; Swiss Miss; Hershey's; Nestle's; Carnation; NS as to type of milk; 2% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.216748
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk (Includes cocoa mix, NFS; Swiss Miss; Hershey's; Nestle's; Carnation; 1% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.212476
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk (Includes nonfat milk; cocoa mix, NFS; Swiss Miss; Hershey's; Nestle's; Carnation; skim)",4,FNDDS recipe with replaced or modified SR codes,Base,0.220717
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk (Includes almond, coconut, rice, and soy milk; cocoa mix, NFS; Swiss Miss; Hershey's; Nestle's; Carnation)",4,FNDDS recipe with replaced or modified SR codes,Base,0.278876
11514310,"Hot chocolate / Cocoa, made with no sugar added dry mix and water (Includes fat free, light, diet or sugar free mix; Swiss Miss; Hershey's; Nestle's; Carnation)",4,FNDDS recipe with replaced or modified SR codes,Base,0.081164
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk (Includes fat free, light, diet or sugar free; Swiss Miss; Hershey's; Nestle's; Carnation)",4,FNDDS recipe with replaced or modified SR codes,Base,0.173001
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk (Includes fat free, light, diet or sugar free mix; Swiss Miss; Hershey's; Nestle's; Carnation; NS as to type of milk; 2% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.170597
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk (Includes fat free, light, diet or sugar free mix; Swiss Miss; Nestle's; Carnation; H ershey's; 1% fat)",4,FNDDS recipe with replaced or modified SR codes,Base,0.166067
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk (Includes nonfat milk; fat free, light, diet or sugar free mix; Swiss Miss; Hershey's; Nestle's; Carnation; skim)",4,FNDDS recipe with replaced or modified SR codes,Base,0.174805
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk (Includes almond, coconut, rice, and soy milk; fat free, light, diet or sugar free mix; Swiss Miss; Hershey's; Nestle's; Carnation)",4,FNDDS recipe with replaced or modified SR codes,Base,0.236684
11519040,"Strawberry milk, NFS (Includes NS as to milk or drink; vanilla; flavors other than chocolate)",2,Links to altEC,Base,0.336382
11519050,"Strawberry milk, whole (Includes flavors other than chocolate; vanilla)",4,FNDDS recipe with replaced or modified SR codes,Base,0.170409
11519105,"Strawberry milk, reduced fat (Includes vanilla; flavors other than chocolate; 2% fat)",1,Links to FNDDS,Base,0.264285
11519200,"Strawberry milk, low fat (Includes vanilla; flavors other than chocolate; 1% fat)",1,Links to FNDDS,Base,0.352169
11519205,"Strawberry milk, fat free (Includes nonfat milk; vanilla; flavors other than chocolate; skim)",1,Links to FNDDS,Base,0.190582
11519210,"Strawberry milk, reduced sugar (Includes vanilla; flavors other than chocolate)",2,Links to altEC,Base,0.253212
11519215,"Strawberry milk, non-dairy (Includes almond, coconut, rice, or soy milk)",1,Links to FNDDS,Base,0.510846
11526000,"Milk, malted (Includes Ovaltine; NS as to flavor; all flavors)",4,FNDDS recipe with replaced or modified SR codes,Base,0.144952
11531000,"Eggnog (Includes eggnog, NFS; made with whole milk)",1,Links to FNDDS,Base,0.237901
11541110,"Milk shake, home recipe, chocolate (Includes regular ice cream and/or whole or 2% reduced fat milk; restaurant or ice cream shop; frozen mix)",4,FNDDS recipe with replaced or modified SR codes,Base,0.252965
11541120,"Milk shake, home recipe, flavors other than chocolate (Includes regular ice cream and/or whole or 2% reduced fat milk; restaurant or ice cream shop; frozen mix; NS as to flavor)",4,FNDDS recipe with replaced or modified SR codes,Base,0.251574
11541130,"Milk shake, home recipe, chocolate, light (Includes reduced fat ice cream and/or 1% low fat, skim, nonfat, or fat free milk; restaurant or ice cream shop)",4,FNDDS recipe with replaced or modified SR codes,Base,0.248272
11541135,"Milk shake, home recipe, flavors other than chocolate, light (Includes reduced fat ice cream and/or 1% low fat, skim, nonfat, fat free milk; restaurant or ice cream shop; NS as to flavor)",4,FNDDS recipe with replaced or modified SR codes,Base,0.329657
11542100,"Milk shake, fast food, chocolate (Includes Burger King; Dairy Queen; McDonald's; Wendy's Frosty Shakes; Jack in the Box; Arby's; Dunkin Donuts; Sonic; from other place)",1,Links to FNDDS,Base,1.0326
11542200,"Milk shake, fast food, flavors other than chocolate (Includes Burger King; Dairy Queen; McDonald's; Wendy's Frosty Shakes; Jack in the Box; Arby's; Dunkin Donuts; Sonic; from other place; NS as to flavor or type)",1,Links to FNDDS,Base,1.011292
11543000,"Milk shake, bottled, chocolate (Includes canned; reconstituted dry mix; Hershey's; Chug)",1,Links to FNDDS,Base,0.365229
11543010,"Milk shake, bottled, flavors other than chocolate (Includes canned; reconstituted dry mix; Hershey's; Chug)",1,Links to FNDDS,Base,0.41686
11551050,Licuado or Batido (Includes milk fruit drink),4,FNDDS recipe with replaced or modified SR codes,Base,0.189099
11553100,"Fruit smoothie, NFS",2,Links to altEC,Base,0.462558
11553110,"Fruit smoothie, with whole fruit and dairy (Includes with milk, yogurt, ice cream, or sherbet; home recipe; restaurant; smoothie shop; juice bar; Jamba Juice; Smoothie King)",4,FNDDS recipe with replaced or modified SR codes,Base,0.402191
11553120,"Fruit smoothie, with whole fruit and dairy, added protein (Includes with milk, yogurt, ice cream, or sherbet; home recipe; restaurant; smoothie shop; juice bar; Jamba Juice; Smoothie King)",4,FNDDS recipe with replaced or modified SR codes,Base,0.492617
11553130,"Fruit smoothie juice drink, with dairy (Includes milk, yogurt, ice cream, or sherbet; fast food smoothie, NFS; Dairy Queen; Jack-in-the-Box; frozen mix; Orange Julius; Julius, all flavors; from other place; McDonald's Smoothies, NFS)",2,Links to altEC,Base,0.447597
11560000,Chocolate milk drink (Includes Yoo-hoo; other flavors),1,Links to FNDDS,Base,0.154453
11710051,"Infant formula, ready-to-feed (Similac Expert Care Alimentum) (Includes Similac Alimentum)",1,Links to FNDDS,Base,1.074909
11710055,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum) (Includes Similac Alimentum; made with bottled spring water)",2,Links to altEC,Base,1.074909
11710056,"Infant formula, powder, made with baby water (Similac Expert Care Alimentum) (Includes Similac Alimentum; made with Nursery water; Gerber Pure Water; Beech Nut Spring Water)",2,Links to altEC,Base,1.074909
11710357,"Infant formula, powder, made with tap water (Similac Advance) (Includes Similac Advance EarlyShield; made with filtered tap water or well water)",3,Original FNDDS recipe,Base,0.591244
11710358,"Infant formula, powder, made with plain bottled water (Similac Advance) (Includes Similac Advance EarlyShield; made with bottled spring water)",3,Original FNDDS recipe,Base,0.622404
11710359,"Infant formula, powder, made with baby water (Similac Advance) (Includes Similac Advance EarlyShield; made with Nursery water; Gerber Pure water; Beech-Nut Spring water; NS as to Similac variety)",4,FNDDS recipe with replaced or modified SR codes,Base,0.622404
11710377,"Infant formula, powder, made with tap water (Similac Sensitive) (Includes made with filtered tap water or well water)",3,Original FNDDS recipe,Base,0.552507
11710378,"Infant formula, powder, made with plain bottled water (Similac Sensitive) (Includes made with bottled spring water)",3,Original FNDDS recipe,Base,0.583667
11710379,"Infant formula, powder, made with baby water (Similac Sensitive) (Includes made with Nursery water; Gerber Pure water; Beech-Nut Spring water)",4,FNDDS recipe with replaced or modified SR codes,Base,0.583667
11710383,"Infant formula, powder, made with water, NFS (Similac for Spit-Up) (Includes Similac Sensitive RS; Similac Sensitive for Spit-Up; made with filtered tap water, well water, bottled water, or baby water)",4,FNDDS recipe with replaced or modified SR codes,Base,0.552507
11710471,"Infant formula, ready-to-feed (Similac Expert Care NeoSure) (Includes Similac NeoSure)",2,Links to altEC,Base,0.931239
11710477,"Infant formula, powder, made with tap water (Similac Expert Care NeoSure) (Includes Similac Neosure; made with filtered tap water or well water)",2,Links to altEC,Base,0.656935
11710479,"Infant formula, powder, made with baby water (Similac Expert Care NeoSure) (Includes Similac Neosure; made with Nursery water; Gerber Pure water; Beech-Nut Spring water)",2,Links to altEC,Base,0.656935
11710629,"Infant formula, powder, made with baby water (Enfamil Newborn) (Includes made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Enfamil PREMIUM Newborn)",2,Links to altEC,Base,0.598941
11710631,"Infant formula, ready-to-feed (Enfamil Infant) (Includes Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL)",1,Links to FNDDS,Base,0.940385
11710637,"Infant formula, powder, made with tap water (Enfamil Infant) (Includes made with filtered tap water or well water; Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL)",3,Original FNDDS recipe,Base,0.596231
11710638,"Infant formula, powder, made with plain bottled water (Enfamil Infant) (Includes made with bottled spring water; Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL)",3,Original FNDDS recipe,Base,0.627254
11710639,"Infant formula, powder, made with baby water (Enfamil Infant) (Includes made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL; NS as to Enfamil variety)",4,FNDDS recipe with replaced or modified SR codes,Base,0.627254
11710669,"Infant formula, powder, made with baby water (Enfamil A.R.) (Includes made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Enfamil A.R. LIPIL)",4,FNDDS recipe with replaced or modified SR codes,Base,0.642026
11710674,"Infant formula, powder, made with tap water (Enfamil EnfaCare) (Includes made with filtered tap water or well water; Enfamil EnfaCare LIPIL)",2,Links to altEC,Base,0.420635
11710675,"Infant formula, powder, made with plain bottled water (Enfamil EnfaCare) (Includes made with bottled spring water; Enfamil EnfaCare LIPIL)",2,Links to altEC,Base,0.943819
